house,date,aggregate_kwh,mains_daily_kwh,selected_appliances_daily_kwh,estimated_cost_day_aud,rows
5,2014-06-26,10.3049,10.3049,70.3609,3.09,14198
5,2014-06-27,13.0023,13.0023,57.576,3.9,14125
5,2014-06-28,19.1423,19.1423,62.2163,5.74,13854
5,2014-06-29,15.0766,15.0766,64.4035,4.52,13659
5,2014-06-30,11.8822,11.8822,73.553,3.56,13459
5,2014-07-01,9.6889,9.6889,83.9544,2.91,12811
5,2014-07-02,10.2145,10.2145,77.5079,3.06,13056
5,2014-07-03,9.5901,9.5901,45.5053,2.88,12880
5,2014-07-04,11.9821,11.9821,57.3373,3.59,13086
5,2014-07-05,20.7941,20.7941,57.3375,6.24,13975
5,2014-07-06,14.9139,14.9139,56.5585,4.47,14051
5,2014-07-07,8.2775,8.2775,60.1092,2.48,10679
5,2014-07-08,10.5553,10.5553,45.8372,3.17,14321
5,2014-07-09,11.2851,11.2851,46.7247,3.39,14271
5,2014-07-10,9.7951,9.7951,58.7525,2.94,13669
5,2014-07-11,13.695,13.695,63.6809,4.11,14124
5,2014-07-12,15.6427,15.6427,52.9387,4.69,13800
5,2014-07-13,14.9373,14.9373,59.5422,4.48,13519
5,2014-07-14,10.6837,10.6837,49.7282,3.21,13268
5,2014-07-15,12.9278,12.9278,45.3576,3.88,13611
5,2014-07-16,11.0682,11.0682,60.0642,3.32,13418
5,2014-07-17,10.4913,10.4913,72.9497,3.15,13131
5,2014-07-18,10.3466,10.3466,82.3561,3.1,12964
5,2014-07-19,23.4501,23.4501,59.3976,7.04,12671
5,2014-07-20,11.3514,11.3514,72.0623,3.41,12139
5,2014-07-21,8.9999,8.9999,54.7951,2.7,13165
5,2014-07-22,15.7636,15.7636,58.3108,4.73,13069
5,2014-07-23,14.5072,14.5072,55.4287,4.35,14231
5,2014-07-24,5.0052,5.0052,20.6096,1.5,14352
5,2014-07-25,3.0837,3.0837,14.7979,0.93,14366
5,2014-07-26,3.062,3.062,31.7392,0.92,14115
5,2014-07-27,2.8948,2.8948,23.4639,0.87,13684
5,2014-07-28,2.9178,2.9178,23.2373,0.88,13449
5,2014-07-29,2.9846,2.9846,34.3273,0.9,14316
5,2014-07-30,2.8016,2.8016,44.8694,0.84,13549
5,2014-07-31,2.8414,2.8414,31.8654,0.85,14014
5,2014-08-01,2.2769,2.2769,27.9154,0.68,10369
5,2014-08-02,1.7991,1.7991,20.5235,0.54,7210
5,2014-08-03,3.1408,3.1408,44.6274,0.94,14236
5,2014-08-04,3.2751,3.2751,50.207,0.98,14154
5,2014-08-05,3.2786,3.2786,55.3255,0.98,14058
5,2014-08-06,3.6922,3.6922,57.5806,1.11,13281
5,2014-08-07,3.0476,3.0476,66.1158,0.91,14034
5,2014-08-08,3.7863,3.7863,86.8857,1.14,14208
5,2014-08-09,3.3912,3.3912,120.6687,1.02,14048
5,2014-08-10,9.327,9.327,107.1169,2.8,14033
5,2014-08-11,18.7019,18.7019,60.4501,5.61,14253
5,2014-08-12,12.3589,12.3589,61.8673,3.71,14014
5,2014-08-13,11.4511,11.4511,62.3236,3.44,13858
5,2014-08-14,12.7696,12.7696,96.93,3.83,14147
5,2014-08-15,11.5221,11.5221,60.2083,3.46,13674
5,2014-08-16,12.3826,12.3826,65.6159,3.71,14107
5,2014-08-17,18.127,18.127,51.3002,5.44,14063
5,2014-08-18,14.268,14.268,53.0755,4.28,12953
5,2014-08-19,13.9258,13.9258,47.6868,4.18,12664
5,2014-08-20,12.9935,12.9935,62.1657,3.9,13013
5,2014-08-21,22.7747,22.7747,71.2369,6.83,14298
5,2014-08-22,15.6051,15.6051,55.7618,4.68,14335
5,2014-08-23,6.0039,6.0039,83.7028,1.8,14325
5,2014-08-24,10.2986,10.2986,129.3686,3.09,14270
5,2014-08-25,19.6743,19.6743,77.0432,5.9,14307
5,2014-08-26,8.1792,8.1792,35.4983,2.45,7107
6,2013-11-28,6.5981,6.5981,25.3328,1.98,6498
6,2013-11-29,10.4434,10.4434,41.8305,3.13,12387
6,2013-11-30,12.3016,12.3016,45.6788,3.69,11746
6,2013-12-01,11.8888,11.8888,44.6583,3.57,12266
6,2013-12-02,15.2284,15.2284,43.5706,4.57,13144
6,2013-12-03,15.8231,15.8231,58.4303,4.75,16038
6,2013-12-04,13.9972,13.9972,66.2084,4.2,15936
6,2013-12-05,18.2229,18.2229,67.3662,5.47,16449
6,2013-12-06,19.5395,19.5395,68.227,5.86,15655
6,2013-12-07,19.8911,19.8911,84.0513,5.97,16853
6,2013-12-08,14.1389,14.1389,52.4629,4.24,16137
6,2013-12-09,8.3886,8.3886,48.581,2.52,15828
6,2013-12-10,16.9811,16.9811,81.5908,5.09,16613
6,2013-12-11,16.6681,16.6681,73.4261,5.0,16499
6,2013-12-12,10.6107,10.6107,61.7918,3.18,17197
6,2013-12-13,14.7165,14.7165,73.9079,4.41,17286
6,2013-12-14,19.7657,19.7657,68.786,5.93,16738
6,2013-12-15,9.8551,9.8551,53.247,2.96,17113
6,2013-12-16,12.1951,12.1951,90.4927,3.66,16686
6,2013-12-17,18.3557,18.3557,84.6303,5.51,17509
6,2013-12-18,19.8013,19.8013,83.2655,5.94,18407
6,2013-12-19,14.4357,14.4357,84.787,4.33,17453
6,2013-12-20,15.0877,15.0877,74.7945,4.53,17474
6,2013-12-21,14.7432,14.7432,60.5381,4.42,15350
6,2013-12-22,17.0126,17.0126,72.4696,5.1,16263
6,2013-12-23,12.1433,12.1433,41.6749,3.64,11201
6,2013-12-24,13.5632,13.5632,40.0632,4.07,10808
6,2013-12-25,14.9794,14.9794,51.3831,4.49,11416
6,2013-12-26,12.0442,12.0442,53.3223,3.61,11622
6,2013-12-27,16.9155,16.9155,64.5339,5.07,15114
6,2013-12-28,20.0519,20.0519,72.1388,6.02,14040
6,2013-12-29,15.8804,15.8804,66.734,4.76,15842
6,2013-12-30,16.9651,16.9651,63.3471,5.09,15021
6,2013-12-31,11.6821,11.6821,78.685,3.5,15281
6,2014-01-01,13.6014,13.6014,125.2096,4.08,16311
6,2014-01-02,18.8981,18.8981,162.9541,5.67,16385
6,2014-01-03,18.6523,18.6523,157.0448,5.6,16808
6,2014-01-04,12.6355,12.6355,126.3131,3.79,17396
6,2014-01-05,20.4161,20.4161,130.6062,6.12,17177
6,2014-01-06,16.3354,16.3354,132.1549,4.9,16056
6,2014-01-07,16.1955,16.1955,93.962,4.86,15871
6,2014-01-08,13.6462,13.6462,104.6248,4.09,16418
6,2014-01-09,16.5522,16.5522,73.7048,4.97,15249
6,2014-01-10,12.584,12.584,76.0057,3.78,16133
6,2014-01-11,13.8116,13.8116,66.81,4.14,16591
6,2014-01-12,18.481,18.481,70.8845,5.54,17628
6,2014-01-13,14.9352,14.9352,78.9391,4.48,15631
6,2014-01-14,15.2736,15.2736,66.2158,4.58,15955
6,2014-01-15,12.9674,12.9674,66.1485,3.89,15894
6,2014-01-16,16.1098,16.1098,67.535,4.83,15773
6,2014-01-17,17.8263,17.8263,65.9859,5.35,15822
6,2014-01-18,12.5233,12.5233,64.9932,3.76,16840
6,2014-01-19,20.9054,20.9054,71.1977,6.27,17354
6,2014-01-20,16.216,16.216,86.7258,4.86,15446
6,2014-01-21,18.2606,18.2606,71.8811,5.48,15111
6,2014-01-22,13.6931,13.6931,61.8561,4.11,15298
6,2014-01-23,14.9457,14.9457,68.4639,4.48,15745
6,2014-01-24,0.8455,0.8455,2.5889,0.25,1162
6,2014-02-01,0.0058,0.0058,0.028,0.0,11
6,2014-03-06,5.8317,5.8317,22.0506,1.75,4378
6,2014-03-07,12.6994,12.6994,55.9865,3.81,13486
6,2014-03-08,15.3769,15.3769,55.6374,4.61,13586
6,2014-03-09,9.8738,9.8738,39.8404,2.96,10297
6,2014-03-10,11.4675,11.4675,56.2359,3.44,13706
6,2014-03-11,14.0196,14.0196,68.4357,4.21,14173
6,2014-03-12,11.3357,11.3357,68.7327,3.4,14092
6,2014-03-13,13.2539,13.2539,69.8917,3.98,14367
6,2014-03-14,14.3693,14.3693,83.3115,4.31,13843
6,2014-03-15,14.3653,14.3653,61.3203,4.31,11372
6,2014-03-16,10.946,10.946,50.0064,3.28,10890
6,2014-03-17,10.7012,10.7012,66.7512,3.21,11143
6,2014-03-18,10.7293,10.7293,87.0933,3.22,10759
6,2014-03-19,13.4891,13.4891,138.3791,4.05,13143
6,2014-03-20,10.0535,10.0535,145.2533,3.02,14089
6,2014-03-21,17.0692,17.0692,114.2449,5.12,14160
6,2014-03-22,15.374,15.374,85.4078,4.61,14214
6,2014-03-23,13.045,13.045,69.4806,3.91,14311
6,2014-03-24,11.9067,11.9067,70.8376,3.57,14111
6,2014-03-25,11.0403,11.0403,101.4079,3.31,14151
6,2014-03-26,14.1012,14.1012,71.6445,4.23,13830
6,2014-03-27,15.7389,15.7389,64.8444,4.72,14131
6,2014-03-28,9.9128,9.9128,61.2096,2.97,14096
6,2014-03-29,14.5479,14.5479,47.6678,4.36,14709
6,2014-03-30,10.0197,10.0197,56.4101,3.01,13726
6,2014-03-31,10.7492,10.7492,52.7118,3.22,12854
6,2014-04-01,13.5526,13.5526,52.4892,4.07,13539
6,2014-04-02,10.1917,10.1917,45.6202,3.06,11468
6,2014-04-03,12.6791,12.6791,47.1892,3.8,12657
6,2014-04-04,11.1074,11.1074,52.1726,3.33,12768
6,2014-04-05,12.1055,12.1055,48.4066,3.63,14372
6,2014-04-06,15.4177,15.4177,68.4187,4.63,14326
6,2014-04-07,10.8137,10.8137,74.6451,3.24,12154
6,2014-04-08,10.8393,10.8393,69.5585,3.25,11202
6,2014-04-09,5.8566,5.8566,59.6339,1.76,11371
6,2014-04-10,10.1244,10.1244,63.3616,3.04,11719
6,2014-04-11,11.6813,11.6813,70.0901,3.5,12738
6,2014-04-12,11.7587,11.7587,53.9389,3.53,14062
6,2014-04-13,17.8848,17.8848,53.5501,5.37,14161
6,2014-04-14,9.1927,9.1927,45.3672,2.76,12572
6,2014-04-15,15.6453,15.6453,50.6994,4.69,12970
6,2014-04-16,10.0909,10.0909,44.0144,3.03,13424
6,2014-04-17,9.6133,9.6133,46.0063,2.88,12404
6,2014-04-18,15.1394,15.1394,53.6237,4.54,11829
6,2014-04-19,8.4032,8.4032,49.6608,2.52,11416
6,2014-04-20,10.3852,10.3852,44.413,3.12,11391
6,2014-04-21,10.7618,10.7618,49.476,3.23,11472
6,2014-04-22,9.4591,9.4591,52.132,2.84,12247
6,2014-04-23,10.9545,10.9545,61.6096,3.29,13021
6,2014-04-24,13.6979,13.6979,58.7579,4.11,13027
6,2014-04-25,12.5577,12.5577,60.0225,3.77,13723
6,2014-04-26,15.7398,15.7398,69.2065,4.72,12917
6,2014-04-27,15.1067,15.1067,63.8788,4.53,12848
6,2014-04-28,12.4241,12.4241,69.7961,3.73,13595
6,2014-04-29,11.3794,11.3794,60.6904,3.41,13721
6,2014-04-30,9.806,9.806,46.1569,2.94,11621
6,2014-05-01,11.2919,11.2919,66.0266,3.39,12812
6,2014-05-02,11.0014,11.0014,59.8674,3.3,12499
6,2014-05-03,13.5434,13.5434,55.8303,4.06,11080
6,2014-05-04,9.7207,9.7207,45.397,2.92,10921
6,2014-05-05,11.3119,11.3119,48.3635,3.39,10715
6,2014-05-06,11.0173,11.0173,53.7662,3.31,12468
6,2014-05-07,9.8072,9.8072,38.7662,2.94,11267
6,2014-05-08,10.8109,10.8109,48.0024,3.24,10999
6,2014-05-09,11.1192,11.1192,49.7288,3.34,11741
6,2014-05-10,8.7088,8.7088,41.5304,2.61,10517
6,2014-05-11,12.1986,12.1986,46.1909,3.66,9878
6,2014-05-12,10.5531,10.5531,50.99,3.17,12338
6,2014-05-13,15.5559,15.5559,70.8525,4.67,14241
6,2014-05-14,7.4786,7.4786,39.589,2.24,13306
6,2014-05-15,9.4089,9.4089,69.536,2.82,13685
6,2014-05-16,13.1819,13.1819,65.6945,3.95,13170
6,2014-05-17,7.1845,7.1845,46.3312,2.16,11893
6,2014-05-18,12.9499,12.9499,37.1165,3.88,12305
6,2014-05-19,9.7297,9.7297,53.1469,2.92,13818
6,2014-05-20,13.6323,13.6323,55.7857,4.09,14033
6,2014-05-21,10.2956,10.2956,44.7227,3.09,12805
6,2014-05-22,10.3028,10.3028,51.2851,3.09,13097
6,2014-05-23,10.3805,10.3805,42.3127,3.11,12297
6,2014-05-24,8.1968,8.1968,37.2594,2.46,11430
6,2014-05-25,7.6417,7.6417,23.7547,2.29,11492
6,2014-05-26,5.9248,5.9248,46.5921,1.78,12112
6,2014-05-27,11.0914,11.0914,42.7967,3.33,12358
6,2014-05-28,12.3818,12.3818,55.7354,3.71,12944
6,2014-05-29,12.243,12.243,51.291,3.67,12050
6,2014-05-30,10.7488,10.7488,50.2846,3.22,12733
6,2014-05-31,8.7848,8.7848,36.6389,2.64,11885
6,2014-06-01,10.0594,10.0594,37.9764,3.02,11262
6,2014-06-02,11.9445,11.9445,59.0671,3.58,12825
6,2014-06-03,10.1867,10.1867,43.9364,3.06,11342
6,2014-06-04,8.7694,8.7694,35.5543,2.63,10734
6,2014-06-05,13.1024,13.1024,51.7581,3.93,12863
6,2014-06-06,10.6074,10.6074,52.8023,3.18,12761
6,2014-06-07,11.8913,11.8913,53.6206,3.57,13225
6,2014-06-08,16.079,16.079,52.7253,4.82,13275
6,2014-06-09,11.5491,11.5491,53.0985,3.46,13547
6,2014-06-10,11.2504,11.2504,60.0686,3.38,12853
6,2014-06-11,10.4939,10.4939,45.0095,3.15,11752
6,2014-06-12,10.1265,10.1265,57.3784,3.04,13138
6,2014-06-13,14.9387,14.9387,62.4335,4.48,14113
6,2014-06-14,14.1998,14.1998,58.5219,4.26,13778
6,2014-06-15,9.7604,9.7604,43.113,2.93,13759
6,2014-06-16,10.1324,10.1324,38.9423,3.04,12218
6,2014-06-17,12.7539,12.7539,42.5913,3.83,11832
6,2014-06-18,14.1618,14.1618,58.9708,4.25,14289
6,2014-06-19,13.2933,13.2933,44.3721,3.99,14111
6,2014-06-20,13.8236,13.8236,52.1304,4.15,13748
6,2014-06-21,10.4906,10.4906,47.0083,3.15,10978
6,2014-06-22,7.1453,7.1453,48.5957,2.14,11159
6,2014-06-23,13.7509,13.7509,46.018,4.13,12519
6,2014-06-24,9.858,9.858,76.3651,2.96,13887
6,2014-06-25,13.8329,13.8329,83.7455,4.15,13997
6,2014-06-26,12.1867,12.1867,101.001,3.66,12105
6,2014-06-27,10.4081,10.4081,62.9142,3.12,11451
6,2014-06-28,7.3273,7.3273,44.0748,2.2,9977
6,2014-06-29,6.5673,6.5673,54.8094,1.97,10025
6,2014-06-30,8.9471,8.9471,88.4024,2.68,11288
6,2014-07-01,9.5416,9.5416,49.6549,2.86,10112
6,2014-07-02,10.3902,10.3902,45.7137,3.12,10205
6,2014-07-03,8.4823,8.4823,43.7284,2.54,11012
6,2014-07-04,5.5199,5.5199,88.8132,1.66,10776
6,2014-07-05,4.0815,4.0815,81.129,1.22,10496
6,2014-07-06,4.3288,4.3288,83.1385,1.3,10992
6,2014-07-07,3.8029,3.8029,75.4427,1.14,9188
6,2014-07-08,6.8693,6.8693,120.0952,2.06,12740
6,2014-07-09,10.2699,10.2699,59.857,3.08,11430
6,2014-07-10,10.5873,10.5873,51.4702,3.18,12213
6,2014-07-11,9.123,9.123,47.16,2.74,11574
6,2014-07-12,10.1119,10.1119,71.2585,3.03,12043
6,2014-07-13,6.3091,6.3091,49.1863,1.89,11214
6,2014-07-14,4.9425,4.9425,42.3954,1.48,11380
6,2014-07-15,8.8817,8.8817,50.7137,2.66,11749
6,2014-07-16,10.7321,10.7321,54.8081,3.22,12043
6,2014-07-17,11.5227,11.5227,48.899,3.46,12529
6,2014-07-18,11.4634,11.4634,45.7199,3.44,11369
6,2014-07-19,11.7121,11.7121,55.5237,3.51,12175
6,2014-07-20,8.8411,8.8411,50.3922,2.65,11657
6,2014-07-21,9.9806,9.9806,50.8639,2.99,12104
6,2014-07-22,13.1297,13.1297,40.3207,3.94,10638
6,2014-07-23,12.7265,12.7265,50.3832,3.82,11255
6,2014-07-24,13.6616,13.6616,46.3874,4.1,11664
6,2014-07-25,8.0764,8.0764,52.4931,2.42,11369
6,2014-07-26,14.0741,14.0741,97.9581,4.22,12272
6,2014-07-27,14.7293,14.7293,65.5278,4.42,11064
6,2014-07-28,11.0333,11.0333,56.644,3.31,11689
6,2014-07-29,9.8302,9.8302,55.3671,2.95,10722
6,2014-07-30,8.9157,8.9157,51.6191,2.67,10852
6,2014-07-31,12.2917,12.2917,40.6572,3.69,10755
6,2014-08-01,7.3743,7.3743,37.7855,2.21,9120
6,2014-08-02,8.8682,8.8682,25.7066,2.66,6516
6,2014-08-03,10.1954,10.1954,54.597,3.06,11837
6,2014-08-04,7.7688,7.7688,57.9343,2.33,11584
6,2014-08-05,12.6008,12.6008,60.4612,3.78,12623
6,2014-08-06,8.5163,8.5163,55.0261,2.55,9558
6,2014-08-07,14.1351,14.1351,69.2798,4.24,10363
6,2014-08-08,10.4751,10.4751,101.4921,3.14,12058
6,2014-08-09,10.9758,10.9758,95.4912,3.29,11084
6,2014-08-10,9.0941,9.0941,76.9058,2.73,9912
6,2014-08-11,13.6558,13.6558,109.6864,4.1,12371
6,2014-08-12,8.2987,8.2987,84.2279,2.49,13335
6,2014-08-13,4.271,4.271,56.1745,1.28,9992
6,2014-08-14,7.6055,7.6055,58.29,2.28,10377
6,2014-08-15,9.3879,9.3879,51.5567,2.82,9880
6,2014-08-16,10.3204,10.3204,43.5487,3.1,9409
6,2014-08-17,9.6788,9.6788,40.8419,2.9,9707
6,2014-08-18,12.6023,12.6023,49.3162,3.78,11643
6,2014-08-19,10.5825,10.5825,50.5176,3.17,12173
6,2014-08-20,9.2563,9.2563,39.8618,2.78,10781
6,2014-08-21,10.6068,10.6068,35.5264,3.18,10298
6,2014-08-22,9.433,9.433,43.1169,2.83,10369
6,2014-08-23,10.0127,10.0127,42.0597,3.0,10017
6,2014-08-24,11.2951,11.2951,51.7041,3.39,10191
6,2014-08-25,10.445,10.445,54.386,3.13,10725
6,2014-08-26,11.5265,11.5265,49.8449,3.46,11112
6,2014-08-27,11.0902,11.0902,42.2762,3.33,10469
6,2014-08-28,11.7608,11.7608,52.731,3.53,11179
6,2014-08-29,10.0061,10.0061,50.7039,3.0,10610
6,2014-08-30,3.5049,3.5049,23.5801,1.05,4771
6,2014-09-01,1.3173,1.3173,8.2884,0.4,3160
6,2014-09-02,4.4201,4.4201,34.0333,1.33,10641
6,2014-09-03,4.4486,4.4486,44.7814,1.33,10680
6,2014-09-04,4.5206,4.5206,54.9921,1.36,10775
6,2014-09-05,4.4423,4.4423,64.6961,1.33,10693
6,2014-09-06,5.7874,5.7874,75.1928,1.74,11354
6,2014-09-07,4.2589,4.2589,19.8866,1.28,3919
6,2014-09-08,9.2586,9.2586,61.1952,2.78,10745
6,2014-09-09,8.1468,8.1468,53.63,2.44,11660
6,2014-09-10,9.7165,9.7165,52.0108,2.91,11113
6,2014-09-11,12.1444,12.1444,47.3549,3.64,10958
6,2014-09-12,10.0476,10.0476,53.2071,3.01,13000
6,2014-09-13,13.2241,13.2241,58.7148,3.97,14089
6,2014-09-14,15.1945,15.1945,61.4352,4.56,14267
6,2014-09-15,11.1475,11.1475,55.3958,3.34,14092
6,2014-09-16,13.0072,13.0072,65.5938,3.9,14173
6,2014-09-17,14.0831,14.0831,55.2578,4.22,14229
6,2014-09-18,18.317,18.317,59.9608,5.5,14228
6,2014-09-19,9.8647,9.8647,54.9996,2.96,14174
6,2014-09-20,11.0655,11.0655,57.5737,3.32,14248
6,2014-09-21,12.2378,12.2378,59.5457,3.67,14292
6,2014-09-22,17.0636,17.0636,62.913,5.12,14208
6,2014-09-23,14.8617,14.8617,57.2354,4.46,14007
6,2014-09-24,10.4947,10.4947,58.4116,3.15,14166
6,2014-09-25,10.783,10.783,58.1296,3.23,14037
6,2014-09-26,9.4638,9.4638,45.0074,2.84,12068
6,2014-09-27,10.639,10.639,54.163,3.19,11224
6,2014-09-28,13.5915,13.5915,43.895,4.08,10985
6,2014-09-29,9.199,9.199,39.1148,2.76,11004
6,2014-09-30,7.5507,7.5507,47.0239,2.27,11437
6,2014-10-01,7.1741,7.1741,35.3954,2.15,7948
6,2014-10-02,9.6709,9.6709,50.6297,2.9,10705
6,2014-10-03,10.4732,10.4732,45.9922,3.14,10677
6,2014-10-04,9.3803,9.3803,49.807,2.81,9835
6,2014-10-05,9.8952,9.8952,46.7736,2.97,10579
6,2014-10-06,9.1742,9.1742,42.46,2.75,10663
6,2014-10-07,10.2281,10.2281,53.3602,3.07,10675
6,2014-10-08,9.9275,9.9275,48.0136,2.98,10603
6,2014-10-09,8.0575,8.0575,44.1071,2.42,10551
6,2014-10-10,11.6347,11.6347,49.2116,3.49,10666
6,2014-10-11,10.8833,10.8833,56.249,3.26,10664
6,2014-10-12,11.5296,11.5296,53.3012,3.46,10624
6,2014-10-13,14.366,14.366,57.1326,4.31,11817
6,2014-10-14,10.2393,10.2393,50.4193,3.07,12581
6,2014-10-15,10.2384,10.2384,52.8227,3.07,12532
6,2014-10-16,13.8276,13.8276,60.0279,4.15,12486
6,2014-10-17,8.7419,8.7419,96.5345,2.62,12570
6,2014-10-18,11.5827,11.5827,67.2118,3.47,11303
6,2014-10-19,4.7649,4.7649,28.5905,1.43,5259
6,2014-10-20,8.2156,8.2156,38.7142,2.46,11273
6,2014-10-21,11.3897,11.3897,55.6348,3.42,11663
6,2014-10-22,12.1091,12.1091,52.6072,3.63,12491
6,2014-10-23,12.819,12.819,61.316,3.85,12461
6,2014-10-24,11.6848,11.6848,50.143,3.51,12317
6,2014-10-25,10.7784,10.7784,52.0389,3.23,12525
6,2014-10-26,11.5413,11.5413,56.3851,3.46,13013
6,2014-10-27,0.6885,0.6885,4.4032,0.21,1088
6,2014-10-28,7.4252,7.4252,25.3333,2.23,5341
6,2014-10-29,12.9494,12.9494,81.6425,3.88,12378
6,2014-10-30,14.3738,14.3738,42.2014,4.31,12499
6,2014-10-31,10.4237,10.4237,49.8918,3.13,12497
6,2014-11-01,5.3327,5.3327,19.3582,1.6,6980
6,2014-11-05,4.0559,4.0559,16.0921,1.22,3786
6,2014-11-06,10.8326,10.8326,96.039,3.25,12515
6,2014-11-07,11.7434,11.7434,49.8514,3.52,12156
6,2014-11-08,18.6809,18.6809,60.5969,5.6,12581
6,2014-11-09,10.9112,10.9112,63.3841,3.27,12589
6,2014-11-10,6.1474,6.1474,28.3919,1.84,5133
6,2014-11-11,11.0306,11.0306,82.2677,3.31,12499
6,2014-11-12,16.6307,16.6307,86.3656,4.99,12555
6,2014-11-13,12.3301,12.3301,86.9873,3.7,12545
6,2014-11-14,11.5792,11.5792,52.8648,3.47,12553
6,2014-11-15,16.1453,16.1453,60.1281,4.84,12591
6,2014-11-16,14.2889,14.2889,84.3917,4.29,12557
6,2014-11-17,13.9956,13.9956,74.6799,4.2,12404
6,2014-11-18,11.0147,11.0147,61.5652,3.3,12431
6,2014-11-19,8.4592,8.4592,57.9067,2.54,12809
6,2014-11-20,9.0557,9.0557,40.4008,2.72,11719
6,2014-11-21,5.6198,5.6198,26.9637,1.69,6687
6,2014-11-22,8.4794,8.4794,65.2815,2.54,11150
6,2014-11-23,16.6512,16.6512,48.141,5.0,12793
6,2014-11-24,13.4211,13.4211,58.2287,4.03,12503
6,2014-11-25,0.2098,0.2098,0.7358,0.06,222
7,2013-01-11,0.6297,0.6297,13.0982,0.19,1170
7,2013-01-12,16.584,16.584,72.1385,4.98,9429
7,2013-02-11,12.7996,12.7996,100.6597,3.84,14241
7,2013-02-12,12.0479,12.0479,83.8358,3.61,9518
7,2013-03-11,22.0721,22.0721,66.9795,6.62,14325
7,2013-03-12,17.039,17.039,65.0069,5.11,10107
7,2013-04-11,24.2566,24.2566,115.2993,7.28,14137
7,2013-04-12,15.6035,15.6035,65.6204,4.68,9112
7,2013-05-11,18.3729,18.3729,109.1686,5.51,13345
7,2013-05-12,20.1151,20.1151,88.384,6.03,9911
7,2013-06-11,14.838,14.838,78.2071,4.45,10486
7,2013-06-12,29.0531,29.0531,79.6132,8.72,10355
7,2013-07-11,2.718,2.718,11.992,0.82,3727
7,2013-07-12,19.3278,19.3278,75.193,5.8,10225
7,2013-08-11,6.9867,6.9867,19.0718,2.1,4771
7,2013-08-12,14.0171,14.0171,38.826,4.21,9447
7,2013-09-11,13.4753,13.4753,47.1764,4.04,9488
7,2013-09-12,18.3743,18.3743,93.4836,5.51,10302
7,2013-10-11,16.121,16.121,85.3705,4.84,11866
7,2013-10-12,19.2969,19.2969,87.6104,5.79,10667
7,2013-11-11,15.7866,15.7866,61.0688,4.74,11059
7,2013-11-12,15.5801,15.5801,55.508,4.67,11256
7,2013-12-11,17.3083,17.3083,54.0139,5.19,10767
7,2013-12-12,20.3284,20.3284,74.7888,6.1,12918
7,2014-01-01,23.2302,23.2302,87.9154,6.97,13969
7,2014-01-04,17.489,17.489,109.5815,5.25,13568
7,2014-01-05,21.9778,21.9778,132.7798,6.59,13421
7,2014-01-06,14.3808,14.3808,107.1409,4.31,12390
7,2014-01-07,8.4036,8.4036,60.9538,2.52,10999
7,2014-01-08,7.4448,7.4448,45.4736,2.23,8895
7,2014-01-09,8.5403,8.5403,34.9617,2.56,7601
7,2014-01-10,9.815,9.815,22.0328,2.94,10698
8,2013-01-11,0.432,0.432,6.7192,0.13,1061
8,2013-01-12,15.3118,15.3118,54.3092,4.59,11885
8,2013-02-11,12.9069,12.9069,49.6215,3.87,14289
8,2013-02-12,13.5621,13.5621,40.9393,4.07,11392
8,2013-03-11,13.0428,13.0428,53.3403,3.91,14356
8,2013-03-12,13.7351,13.7351,46.0616,4.12,12050
8,2013-04-11,17.49,17.49,51.7675,5.25,14139
8,2013-04-12,13.4819,13.4819,44.7087,4.04,11567
8,2013-05-11,14.55,14.55,40.1501,4.37,13759
8,2013-05-12,22.1767,22.1767,43.6918,6.65,12052
8,2013-06-11,13.0597,13.0597,44.5503,3.92,12377
8,2013-06-12,20.3564,20.3564,38.8286,6.11,13099
8,2013-07-11,10.5091,10.5091,24.3879,3.15,5222
8,2013-07-12,14.6078,14.6078,38.7471,4.38,11631
8,2013-08-11,6.3456,6.3456,19.9746,1.9,5988
8,2013-08-12,11.5556,11.5556,41.613,3.47,11027
8,2013-09-11,15.3723,15.3723,54.7386,4.61,12860
8,2013-09-12,13.5782,13.5782,43.3162,4.07,10693
8,2013-10-11,16.2496,16.2496,49.3585,4.87,13982
8,2013-10-12,9.9147,9.9147,45.3673,2.97,10406
8,2013-11-11,14.9666,14.9666,69.5842,4.49,13730
8,2013-11-12,12.8271,12.8271,36.0744,3.85,10315
8,2013-12-11,13.2069,13.2069,46.404,3.96,13765
8,2013-12-12,24.6053,24.6053,40.4223,7.38,12307
8,2014-01-01,22.1658,22.1658,57.4416,6.65,13998
8,2014-01-04,13.3194,13.3194,57.0837,4.0,13537
8,2014-01-05,15.5174,15.5174,38.2955,4.66,12564
8,2014-01-06,11.8919,11.8919,38.2648,3.57,11069
8,2014-01-07,9.1297,9.1297,38.2039,2.74,10351
8,2014-01-08,9.1979,9.1979,39.6442,2.76,8296
8,2014-01-09,4.0324,4.0324,30.3831,1.21,7667
8,2014-01-10,10.1303,10.1303,30.3909,3.04,10636
8,2014-01-11,7.6096,7.6096,9.4493,2.28,11256
9,2013-12-17,6.4999,6.4999,58.5283,1.95,3857
9,2013-12-18,13.9079,13.9079,185.0499,4.17,14129
9,2013-12-19,9.7875,9.7875,140.6189,2.94,14217
9,2013-12-20,11.7386,11.7386,120.6987,3.52,14007
9,2013-12-21,8.2305,8.2305,94.8825,2.47,9821
9,2013-12-22,8.0864,8.0864,101.4532,2.43,9649
