house,appliance_label,appliance_type,refit_column,samples,sample_seconds,days_covered,active_threshold_w,avg_power_w,max_power_w,total_kwh_window,avg_kwh_day,cost_day_aud,cost_month_aud,usage_events_est,mean_event_duration_min,median_event_duration_min,mean_event_energy_kwh,active_days_ratio,estimated_capacity_band,product_category,peak_usage_ratio,offpeak_usage_ratio,weekend_usage_ratio,night_usage_ratio,behaviour_recommendation,behaviour_priority,estimated_behaviour_saving_aud_month,product_category_intel,benchmark_avg_kwh_day,benchmark_median_kwh_day,benchmark_avg_cost_month_aud,usage_percentile_vs_similar_houses,above_similar_house_avg_pct,intelligent_efficiency_class,recommendation_reason_codes,intelligent_recommendation_summary,behaviour_saving_pct_of_appliance_cost,best_product_saving_aud_month,best_product_name,best_product_store,best_product_payback_months,best_product_intelligent_score,combined_behaviour_product_saving_aud_month
10,Television Site,Television Site,Appliance7,3947000,6.0,331.756,96.0,58.294,2103.0,383.47911,1.15591,0.35,10.4,2994,15.01,2.5,0.0314,0.743,low-use / standby,television,0.574,0.023,0.278,0.01,Television Site is used often during peak hours. Try shifting flexible usage to off-peak times to reduce cost.,high,1.87,television,0.64669,0.36083,5.819047619047619,85.7,78.7,Needs attention,"above similar-house benchmark, peak-hour usage, higher monthly cost","Television Site is classified as Needs attention. It is 78.7% above the REFIT similar-appliance average, with 2994 detected events and 57.4% peak-hour activity.",18.0,8.4,Smart Plug With Timer,Kmart,2.26,0.4239,10.27
10,Microwave,Microwave,Appliance8,3947000,6.0,331.756,150.0,242.264,2974.0,1593.69604,4.80382,1.44,43.23,1478,89.91,0.5,0.959,0.819,high-power / large-use,microwave,0.242,0.353,0.232,0.268,Microwave shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,6.49,microwave,1.693406875,0.12358,15.23875,93.8,183.7,Needs attention,"above similar-house benchmark, frequent usage, higher monthly cost","Microwave is classified as Needs attention. It is 183.7% above the REFIT similar-appliance average, with 1478 detected events and 24.2% peak-hour activity.",15.0,41.23,Smart Plug With Timer,Kmart,0.46,0.5017,47.72
10,Kenwood KMix,Kenwood KMix,Appliance9,3947000,6.0,331.756,27.0,148.274,3928.0,975.39506,2.9401,0.88,26.46,247,308.51,4.4,3.4388,0.254,high-power / large-use,generic,0.257,0.327,0.301,0.246,Kenwood KMix shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,3.97,generic,3.5444526086956527,1.83936,31.899565217391302,65.2,-17.1,Average,peak-hour usage,"Kenwood KMix is classified as Average. It is 17.1% below the REFIT similar-appliance average, with 247 detected events and 25.7% peak-hour activity.",15.0,24.46,Smart Plug With Timer,Kmart,0.78,0.4408,28.43
11,Fridge,Fridge,Appliance1,1013921,7.0,364.0,50.1,79.57,2859.0,156.87325,0.43097,0.13,3.88,246,83.05,42.17,0.4148,0.476,medium-use,fridge,0.258,0.307,0.125,0.234,Fridge shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,medium,0.39,fridge,0.8247209090909091,0.62875,7.422727272727273,31.8,-47.7,Average,peak-hour usage,"Fridge is classified as Average. It is 47.7% below the REFIT similar-appliance average, with 246 detected events and 25.8% peak-hour activity.",10.1,1.88,Smart Plug With Timer,Kmart,10.11,0.3266,2.27
11,Fridge-Freezer,Fridge-Freezer,Appliance2,1013921,7.0,364.0,107.22,109.002,2178.0,214.89899,0.59038,0.18,5.31,295,46.76,16.1,0.3474,0.988,medium-use,fridge,0.255,0.301,0.245,0.243,Fridge-Freezer shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,medium,0.53,fridge,0.8247209090909091,0.62875,7.422727272727273,50.0,-28.4,Average,peak-hour usage,"Fridge-Freezer is classified as Average. It is 28.4% below the REFIT similar-appliance average, with 295 detected events and 25.5% peak-hour activity.",10.0,3.31,Smart Plug With Timer,Kmart,5.73,0.363,3.84
11,Washing Machine,Washing Machine,Appliance3,1013921,7.0,364.0,66.33,47.927,2427.0,94.48969,0.25959,0.08,2.34,1614,11.45,0.35,0.0402,0.405,low-use / standby,washing machine,0.265,0.306,0.482,0.217,Washing Machine shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,low,0.12,washing machine,1.958721081081081,1.22083,17.62810810810811,16.2,-86.7,Average,peak-hour usage,"Washing Machine is classified as Average. It is 86.7% below the REFIT similar-appliance average, with 1614 detected events and 26.5% peak-hour activity.",5.1,0.34,Smart Plug With Timer,Kmart,56.5,0.2474,0.46
11,Dishwasher,Dishwasher,Appliance4,1013921,7.0,364.0,150.0,323.331,2974.0,637.45098,1.75124,0.53,15.76,45,738.53,2.92,13.4071,0.393,high-power / large-use,washing machine,0.264,0.323,0.276,0.24,Dishwasher shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,2.36,washing machine,1.958721081081081,1.22083,17.62810810810811,70.3,-10.6,Average,peak-hour usage,"Dishwasher is classified as Average. It is 10.6% below the REFIT similar-appliance average, with 45 detected events and 26.4% peak-hour activity.",15.0,13.76,Smart Plug With Timer,Kmart,1.38,0.423,16.12
11,Computer Site,Computer Site,Appliance5,1013921,7.0,364.0,10.4,18.807,104.0,37.07747,0.10186,0.03,0.92,288,237.76,0.23,0.1119,0.821,medium-use,computer,0.252,0.318,0.304,0.23,Computer Site shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,low,0.05,computer,0.41818333333333335,0.179285,3.763888888888889,33.3,-75.6,Average,peak-hour usage,"Computer Site is classified as Average. It is 75.6% below the REFIT similar-appliance average, with 288 detected events and 25.2% peak-hour activity.",5.4,0.0,Smart Plug With Timer,Kmart,,0.262,0.05
11,Microwave,Microwave,Appliance6,1013921,7.0,364.0,10.0,3.352,2050.0,6.60858,0.01816,0.01,0.16,147,1.71,0.82,0.0209,0.56,low-use / standby,microwave,0.389,0.387,0.33,0.064,Microwave is used often during peak hours. Try shifting flexible usage to off-peak times to reduce cost.,low,0.03,microwave,1.693406875,0.12358,15.23875,6.2,-98.9,Average,peak-hour usage,"Microwave is classified as Average. It is 98.9% below the REFIT similar-appliance average, with 147 detected events and 38.9% peak-hour activity.",18.8,0.0,Smart Plug With Timer,Kmart,,0.2349,0.03
11,Kettle,Kettle,Appliance7,1013921,7.0,364.0,150.0,1082.795,2232.0,2134.745,5.86469,1.76,52.78,573,190.53,76.42,3.7048,1.0,high-power / large-use,kettle,0.259,0.325,0.296,0.246,Kettle shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,7.92,kettle,16.07417125,13.334344999999999,144.66750000000002,25.0,-63.5,Average,peak-hour usage,"Kettle is classified as Average. It is 63.5% below the REFIT similar-appliance average, with 573 detected events and 25.9% peak-hour activity.",15.0,50.78,Smart Plug With Timer,Kmart,0.37,0.4508,58.7
11,Router,Router,Appliance8,1013921,7.0,364.0,13.0,10.887,333.0,21.46467,0.05897,0.02,0.53,447,0.13,0.12,0.0,0.31,low-use / standby,computer,0.179,0.475,0.249,0.383,Router shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,low,0.03,computer,0.41818333333333335,0.179285,3.763888888888889,27.8,-85.9,Efficient,normal usage pattern,"Router is classified as Efficient. It is 85.9% below the REFIT similar-appliance average, with 447 detected events and 17.9% peak-hour activity.",5.7,0.0,Smart Plug With Timer,Kmart,,0.2565,0.03
11,Hi-Fi,Hi-Fi,Appliance9,1013921,7.0,364.0,21.03,19.134,2465.0,37.72354,0.10364,0.03,0.93,1746,2.13,0.12,0.0014,0.631,low-use / standby,computer,0.316,0.221,0.089,0.134,Hi-Fi shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,low,0.05,computer,0.41818333333333335,0.179285,3.763888888888889,38.9,-75.2,Average,peak-hour usage,"Hi-Fi is classified as Average. It is 75.2% below the REFIT similar-appliance average, with 1746 detected events and 31.6% peak-hour activity.",5.4,0.0,Smart Plug With Timer,Kmart,,0.2676,0.05
12,Fridge-Freezer,Fridge-Freezer,Appliance1,1458103,7.0,363.0,123.23,95.675,2135.0,271.25822,0.74727,0.22,6.73,416,24.08,7.58,0.2111,0.948,medium-use,fridge,0.173,0.41,0.299,0.312,Fridge-Freezer shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,medium,0.67,fridge,0.8247209090909091,0.62875,7.422727272727273,59.1,-9.4,Average,normal usage pattern,"Fridge-Freezer is classified as Average. It is 9.4% below the REFIT similar-appliance average, with 416 detected events and 17.3% peak-hour activity.",10.0,4.73,Smart Plug With Timer,Kmart,4.02,0.3821,5.4
12,Television Site Lounge,Television Site Lounge,Appliance2,1458103,7.0,363.0,30.5,42.422,2053.0,120.27423,0.33133,0.1,2.98,702,52.09,12.83,0.148,1.0,medium-use,television,0.609,0.121,0.293,0.039,Television Site Lounge is used often during peak hours. Try shifting flexible usage to off-peak times to reduce cost.,high,0.54,television,0.64669,0.36083,5.819047619047619,47.6,-48.8,Needs attention,peak-hour usage,"Television Site Lounge is classified as Needs attention. It is 48.8% below the REFIT similar-appliance average, with 702 detected events and 60.9% peak-hour activity.",18.1,0.98,Smart Plug With Timer,Kmart,19.35,0.3183,1.52
12,Microwave,Microwave,Appliance3,1458103,7.0,363.0,10.0,5.712,1672.0,16.19403,0.04461,0.01,0.4,441,11.15,0.82,0.0302,0.861,low-use / standby,microwave,0.288,0.212,0.136,0.158,Microwave shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,low,0.02,microwave,1.693406875,0.12358,15.23875,31.2,-97.4,Average,peak-hour usage,"Microwave is classified as Average. It is 97.4% below the REFIT similar-appliance average, with 441 detected events and 28.8% peak-hour activity.",5.0,0.0,Smart Plug With Timer,Kmart,,0.2599,0.02
12,Kettle,Kettle,Appliance4,1458103,7.0,363.0,150.0,1417.711,3712.0,4019.49432,11.07299,3.32,99.66,636,243.65,149.28,6.2947,1.0,high-power / large-use,kettle,0.24,0.34,0.274,0.26,Kettle shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,14.95,kettle,16.07417125,13.334344999999999,144.66750000000002,43.8,-31.1,Efficient,normal usage pattern,"Kettle is classified as Efficient. It is 31.1% below the REFIT similar-appliance average, with 636 detected events and 24.0% peak-hour activity.",15.0,97.66,Smart Plug With Timer,Kmart,0.19,0.5557,112.61
12,Toaster,Toaster,Appliance5,1458103,7.0,363.0,150.0,480.67,2048.0,1362.79664,3.75426,1.13,33.79,91,1363.11,990.85,14.4896,0.922,high-power / large-use,toaster,0.241,0.363,0.27,0.275,Toaster shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,5.07,toaster,6.3147199999999994,4.68782,56.83111111111111,44.4,-40.5,Efficient,normal usage pattern,"Toaster is classified as Efficient. It is 40.5% below the REFIT similar-appliance average, with 91 detected events and 24.1% peak-hour activity.",15.0,31.79,Smart Plug With Timer,Kmart,0.6,0.4343,36.86
12,Television Site Bedroom,Television Site Bedroom,Appliance6,1458103,7.0,363.0,32.72,37.961,1024.0,107.62702,0.29649,0.09,2.67,194,203.26,38.73,0.3002,0.896,medium-use,television,0.266,0.307,0.348,0.227,Television Site Bedroom shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,low,0.13,television,0.64669,0.36083,5.819047619047619,42.9,-54.2,Average,peak-hour usage,"Television Site Bedroom is classified as Average. It is 54.2% below the REFIT similar-appliance average, with 194 detected events and 26.6% peak-hour activity.",4.9,0.67,Smart Plug With Timer,Kmart,28.42,0.2987,0.8
12,Not Used,Not Used,Appliance7,1458103,7.0,363.0,10.0,0.001,0.001,0.00284,1e-05,0.0,0.0,0,0.0,0.0,0.0,0.0,low-use / standby,generic,0.0,0.0,0.0,0.0,Not Used contributes to the daily energy use. Monitor this appliance and reduce unnecessary standby or repeated use.,low,0.0,generic,3.5444526086956527,1.83936,31.899565217391302,13.0,-100.0,Efficient,normal usage pattern,"Not Used is classified as Efficient. It is 100.0% below the REFIT similar-appliance average, with 0 detected events and 0.0% peak-hour activity.",0.0,,,,,,0.0
12,Not Used,Not Used,Appliance8,1458103,7.0,363.0,10.0,0.001,0.001,0.00284,1e-05,0.0,0.0,0,0.0,0.0,0.0,0.0,low-use / standby,generic,0.0,0.0,0.0,0.0,Not Used contributes to the daily energy use. Monitor this appliance and reduce unnecessary standby or repeated use.,low,0.0,generic,3.5444526086956527,1.83936,31.899565217391302,13.0,-100.0,Efficient,normal usage pattern,"Not Used is classified as Efficient. It is 100.0% below the REFIT similar-appliance average, with 0 detected events and 0.0% peak-hour activity.",0.0,,,,,,0.0
12,Not Used,Not Used,Appliance9,1458103,7.0,363.0,10.0,0.001,0.001,0.00284,1e-05,0.0,0.0,0,0.0,0.0,0.0,0.0,low-use / standby,generic,0.0,0.0,0.0,0.0,Not Used contributes to the daily energy use. Monitor this appliance and reduce unnecessary standby or repeated use.,low,0.0,generic,3.5444526086956527,1.83936,31.899565217391302,13.0,-100.0,Efficient,normal usage pattern,"Not Used is classified as Efficient. It is 100.0% below the REFIT similar-appliance average, with 0 detected events and 0.0% peak-hour activity.",0.0,,,,,,0.0
13,Television Site,Television Site,Appliance1,3419454,7.0,365.0,85.85,105.344,2688.0,700.42594,1.91898,0.58,17.27,131,660.51,122.73,4.3041,0.478,high-power / large-use,television,0.299,0.317,0.285,0.235,Television Site shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,2.59,television,0.64669,0.36083,5.819047619047619,95.2,196.7,Needs attention,"above similar-house benchmark, peak-hour usage, higher monthly cost","Television Site is classified as Needs attention. It is 196.7% above the REFIT similar-appliance average, with 131 detected events and 29.9% peak-hour activity.",15.0,15.27,Smart Plug With Timer,Kmart,1.24,0.4514,17.86
13,Unknown,Unknown,Appliance2,3419454,7.0,365.0,150.0,324.69,2048.0,2158.84474,5.91464,1.77,53.23,1845,75.98,5.37,1.1346,0.478,high-power / large-use,generic,0.228,0.342,0.278,0.26,Unknown shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,7.98,generic,3.5444526086956527,1.83936,31.899565217391302,82.6,66.9,Needs attention,"above similar-house benchmark, higher monthly cost","Unknown is classified as Needs attention. It is 66.9% above the REFIT similar-appliance average, with 1845 detected events and 22.8% peak-hour activity.",15.0,51.23,Smart Plug With Timer,Kmart,0.37,0.5092,59.21
13,Washing Machine,Washing Machine,Appliance3,3419454,7.0,365.0,31.86,64.131,3074.0,426.40011,1.16822,0.35,10.51,23513,3.14,0.35,0.0169,0.633,low-use / standby,washing machine,0.227,0.307,0.277,0.233,Washing Machine shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,1.58,washing machine,1.958721081081081,1.22083,17.62810810810811,48.6,-40.4,Efficient,frequent usage,"Washing Machine is classified as Efficient. It is 40.4% below the REFIT similar-appliance average, with 23513 detected events and 22.7% peak-hour activity.",15.0,8.51,Smart Plug With Timer,Kmart,2.23,0.3872,10.09
13,Dishwasher,Dishwasher,Appliance4,3419454,7.0,365.0,14.4,81.24,2448.0,540.15895,1.47989,0.44,13.32,491,108.24,14.47,1.0402,0.549,high-power / large-use,washing machine,0.271,0.281,0.209,0.216,Dishwasher shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,2.0,washing machine,1.958721081081081,1.22083,17.62810810810811,59.5,-24.4,Average,peak-hour usage,"Dishwasher is classified as Average. It is 24.4% below the REFIT similar-appliance average, with 491 detected events and 27.1% peak-hour activity.",15.0,11.32,Smart Plug With Timer,Kmart,1.68,0.4061,13.32
13,Tumble Dryer,Tumble Dryer,Appliance5,3419454,7.0,365.0,134.39,136.331,2960.0,906.45549,2.48344,0.75,22.35,1266,52.43,0.47,0.5938,0.253,high-power / large-use,generic,0.243,0.345,0.336,0.258,Tumble Dryer shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,3.35,generic,3.5444526086956527,1.83936,31.899565217391302,60.9,-29.9,Average,normal usage pattern,"Tumble Dryer is classified as Average. It is 29.9% below the REFIT similar-appliance average, with 1266 detected events and 24.3% peak-hour activity.",15.0,20.35,Smart Plug With Timer,Kmart,0.93,0.4281,23.7
13,Television Site,Television Site,Appliance6,3419454,7.0,365.0,150.0,136.592,3593.0,908.19139,2.4882,0.75,22.39,42136,1.92,0.23,0.0112,0.99,low-use / standby,television,0.465,0.135,0.338,0.098,Television Site is used often during peak hours. Try shifting flexible usage to off-peak times to reduce cost.,high,4.03,television,0.64669,0.36083,5.819047619047619,100.0,284.8,Needs attention,"above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost","Television Site is classified as Needs attention. It is 284.8% above the REFIT similar-appliance average, with 42136 detected events and 46.5% peak-hour activity.",18.0,20.39,Smart Plug With Timer,Kmart,0.93,0.4673,24.42
13,Computer Site,Computer Site,Appliance7,3419454,7.0,365.0,63.0,29.625,3348.0,196.97251,0.53965,0.16,4.86,19580,0.75,0.23,0.0011,0.343,low-use / standby,computer,0.407,0.485,0.328,0.37,Computer Site is used often during peak hours. Try shifting flexible usage to off-peak times to reduce cost.,high,0.87,computer,0.41818333333333335,0.179285,3.763888888888889,72.2,29.0,Average,"above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost","Computer Site is classified as Average. It is 29.0% above the REFIT similar-appliance average, with 19580 detected events and 40.7% peak-hour activity.",17.9,2.86,Smart Plug With Timer,Kmart,6.65,0.3807,3.73
13,Microwave,Microwave,Appliance8,3419454,7.0,365.0,10.0,4.474,2049.0,29.74923,0.0815,0.02,0.73,634,2.13,1.05,0.0365,0.7,low-use / standby,microwave,0.753,0.07,0.382,0.059,Microwave is used often during peak hours. Try shifting flexible usage to off-peak times to reduce cost.,low,0.13,microwave,1.693406875,0.12358,15.23875,50.0,-95.2,Needs attention,peak-hour usage,"Microwave is classified as Needs attention. It is 95.2% below the REFIT similar-appliance average, with 634 detected events and 75.3% peak-hour activity.",17.8,0.0,Smart Plug With Timer,Kmart,,0.2787,0.13
13,Kettle,Kettle,Appliance9,3419454,7.0,365.0,150.0,1354.432,3840.0,9005.53573,24.6727,7.4,222.05,764,485.13,391.53,11.7445,1.0,high-power / large-use,kettle,0.239,0.354,0.28,0.265,Kettle shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,33.31,kettle,16.07417125,13.334344999999999,144.66750000000002,75.0,53.5,Average,"above similar-house benchmark, higher monthly cost","Kettle is classified as Average. It is 53.5% above the REFIT similar-appliance average, with 764 detected events and 23.9% peak-hour activity.",15.0,220.05,Smart Plug With Timer,Kmart,0.09,0.8097,253.36
15,Fridge-Freezer,Fridge-Freezer,Appliance1,3947000,7.0,360.016,97.92,84.012,2048.0,644.7674,1.79094,0.54,16.12,1119,25.55,19.37,0.191,0.865,medium-use,fridge,0.213,0.391,0.276,0.294,Fridge-Freezer shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,2.42,fridge,0.8247209090909091,0.62875,7.422727272727273,86.4,117.2,Needs attention,"above similar-house benchmark, higher monthly cost","Fridge-Freezer is classified as Needs attention. It is 117.2% above the REFIT similar-appliance average, with 1119 detected events and 21.3% peak-hour activity.",15.0,14.12,Smart Plug With Timer,Kmart,1.35,0.4399,16.54
15,Tumble Dryer,Tumble Dryer,Appliance2,3947000,7.0,360.016,150.0,794.153,2705.0,6094.90203,16.92955,5.08,152.37,383,819.08,10.85,15.6637,0.807,high-power / large-use,generic,0.249,0.328,0.291,0.246,Tumble Dryer shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,22.85,generic,3.5444526086956527,1.83936,31.899565217391302,100.0,377.6,Needs attention,"above similar-house benchmark, higher monthly cost","Tumble Dryer is classified as Needs attention. It is 377.6% above the REFIT similar-appliance average, with 383 detected events and 24.9% peak-hour activity.",15.0,150.37,Smart Plug With Timer,Kmart,0.13,0.708,173.22
15,Washing Machine,Washing Machine,Appliance3,3947000,7.0,360.016,17.28,95.251,3072.0,731.02816,2.03055,0.61,18.27,8650,11.07,0.47,0.0813,0.533,low-use / standby,washing machine,0.246,0.301,0.294,0.231,Washing Machine shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,2.74,washing machine,1.958721081081081,1.22083,17.62810810810811,75.7,3.7,Average,"frequent usage, higher monthly cost","Washing Machine is classified as Average. It is 3.7% above the REFIT similar-appliance average, with 8650 detected events and 24.6% peak-hour activity.",15.0,16.27,Smart Plug With Timer,Kmart,1.17,0.4342,19.01
15,Dishwasher,Dishwasher,Appliance4,3947000,7.0,360.016,150.0,388.634,3328.0,2982.66009,8.28481,2.49,74.56,39,4329.91,84.47,71.8865,0.406,high-power / large-use,washing machine,0.252,0.336,0.283,0.252,Dishwasher shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,11.18,washing machine,1.958721081081081,1.22083,17.62810810810811,97.3,323.0,Needs attention,"above similar-house benchmark, peak-hour usage, higher monthly cost","Dishwasher is classified as Needs attention. It is 323.0% above the REFIT similar-appliance average, with 39 detected events and 25.2% peak-hour activity.",15.0,72.56,Smart Plug With Timer,Kmart,0.26,0.5633,83.74
15,Computer Site,Computer Site,Appliance5,3947000,7.0,360.016,52.86,59.5,2048.0,456.64919,1.26842,0.38,11.42,342,161.39,0.23,0.7519,0.28,high-power / large-use,computer,0.232,0.316,0.214,0.241,Computer Site shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,1.71,computer,0.41818333333333335,0.179285,3.763888888888889,88.9,203.3,Needs attention,"above similar-house benchmark, higher monthly cost","Computer Site is classified as Needs attention. It is 203.3% above the REFIT similar-appliance average, with 342 detected events and 23.2% peak-hour activity.",15.0,9.42,Smart Plug With Timer,Kmart,2.02,0.4302,11.13
15,Television Site,Television Site,Appliance6,3947000,7.0,360.016,99.94,38.728,2048.0,297.22862,0.8256,0.25,7.43,14,497.53,440.24,3.5792,0.052,high-power / large-use,television,0.094,0.483,0.475,0.413,Television Site shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,medium,0.74,television,0.64669,0.36083,5.819047619047619,66.7,27.7,Average,"above similar-house benchmark, higher monthly cost","Television Site is classified as Average. It is 27.7% above the REFIT similar-appliance average, with 14 detected events and 9.4% peak-hour activity.",10.0,5.43,Smart Plug With Timer,Kmart,3.5,0.3934,6.17
15,Microwave,Microwave,Appliance7,3947000,7.0,360.016,10.0,3.357,3585.0,25.76259,0.07156,0.02,0.64,416,3.55,2.22,0.0435,0.484,low-use / standby,microwave,0.739,0.055,0.194,0.047,Microwave is used often during peak hours. Try shifting flexible usage to off-peak times to reduce cost.,low,0.12,microwave,1.693406875,0.12358,15.23875,43.8,-95.8,Needs attention,peak-hour usage,"Microwave is classified as Needs attention. It is 95.8% below the REFIT similar-appliance average, with 416 detected events and 73.9% peak-hour activity.",18.8,0.0,Smart Plug With Timer,Kmart,,0.2725,0.12
15,Kettle,Kettle,Appliance8,3947000,7.0,360.016,150.0,1398.658,3032.0,10734.31226,29.81624,8.94,268.35,962,427.01,205.16,11.1103,0.983,high-power / large-use,kettle,0.247,0.346,0.275,0.26,Kettle shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,40.25,kettle,16.07417125,13.334344999999999,144.66750000000002,93.8,85.5,Needs attention,"above similar-house benchmark, higher monthly cost","Kettle is classified as Needs attention. It is 85.5% above the REFIT similar-appliance average, with 962 detected events and 24.7% peak-hour activity.",15.0,266.35,Smart Plug With Timer,Kmart,0.07,0.9126,306.6
15,Toaster,Toaster,Appliance9,3947000,7.0,360.016,150.0,522.436,2560.0,4009.54775,11.13715,3.34,100.23,87,3734.17,504.35,45.0764,0.795,high-power / large-use,toaster,0.25,0.33,0.267,0.248,Toaster shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,15.04,toaster,6.3147199999999994,4.68782,56.83111111111111,88.9,76.4,Needs attention,"above similar-house benchmark, peak-hour usage, higher monthly cost","Toaster is classified as Needs attention. It is 76.4% above the REFIT similar-appliance average, with 87 detected events and 25.0% peak-hour activity.",15.0,98.23,Smart Plug With Timer,Kmart,0.19,0.6019,113.27
16,Fridge-Freezer 1,Fridge-Freezer 1,Appliance1,1407452,7.0,364.996,148.5,66.92,2048.0,183.14192,0.50176,0.15,4.52,136,10.48,0.23,0.1112,0.627,medium-use,fridge,0.138,0.286,0.257,0.159,Fridge-Freezer 1 shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,medium,0.45,fridge,0.8247209090909091,0.62875,7.422727272727273,40.9,-39.2,Efficient,normal usage pattern,"Fridge-Freezer 1 is classified as Efficient. It is 39.2% below the REFIT similar-appliance average, with 136 detected events and 13.8% peak-hour activity.",10.0,2.52,Smart Plug With Timer,Kmart,7.55,0.3455,2.97
16,Fridge-Freezer 2,Fridge-Freezer 2,Appliance2,1407452,7.0,364.996,108.32,135.591,1314.0,371.07237,1.01665,0.3,9.15,1210,22.43,22.23,0.178,0.96,medium-use,fridge,0.237,0.338,0.262,0.262,Fridge-Freezer 2 shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,1.37,fridge,0.8247209090909091,0.62875,7.422727272727273,77.3,23.3,Average,"above similar-house benchmark, higher monthly cost","Fridge-Freezer 2 is classified as Average. It is 23.3% above the REFIT similar-appliance average, with 1210 detected events and 23.7% peak-hour activity.",15.0,7.15,Smart Plug With Timer,Kmart,2.66,0.4112,8.52
16,Electric Heater 1,Electric Heater 1,Appliance3,1407452,7.0,364.996,150.0,460.048,2560.0,1259.0192,3.4494,1.03,31.04,28,3692.83,46.78,43.1513,0.714,high-power / large-use,heater,0.254,0.333,0.276,0.247,Electric Heater 1 shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,4.66,heater,4.664432,1.54766,41.977999999999994,80.0,-26.0,Needs attention,peak-hour usage,"Electric Heater 1 is classified as Needs attention. It is 26.0% below the REFIT similar-appliance average, with 28 detected events and 25.4% peak-hour activity.",15.0,29.04,Smart Plug With Timer,Kmart,0.65,0.4646,33.7
16,Electric Heater 2,Electric Heater 2,Appliance4,1407452,7.0,364.996,22.0,72.38,3421.0,198.08435,0.5427,0.16,4.88,1206,25.87,0.23,0.156,0.516,medium-use,heater,0.233,0.296,0.301,0.224,Electric Heater 2 shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,medium,0.49,heater,4.664432,1.54766,41.977999999999994,40.0,-88.4,Efficient,frequent usage,"Electric Heater 2 is classified as Efficient. It is 88.4% below the REFIT similar-appliance average, with 1206 detected events and 23.3% peak-hour activity.",10.0,2.88,Smart Plug With Timer,Kmart,6.59,0.3488,3.37
16,Washing Machine,Washing Machine,Appliance5,1407452,7.0,364.996,14.94,101.117,3076.0,276.72789,0.75817,0.23,6.82,4378,7.64,0.47,0.0614,0.722,low-use / standby,washing machine,0.284,0.303,0.306,0.232,Washing Machine shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,medium,0.68,washing machine,1.958721081081081,1.22083,17.62810810810811,35.1,-61.3,Average,peak-hour usage,"Washing Machine is classified as Average. It is 61.3% below the REFIT similar-appliance average, with 4378 detected events and 28.4% peak-hour activity.",10.0,4.82,Smart Plug With Timer,Kmart,3.94,0.3586,5.5
